,names,narr_names,general,vascular,neoplasm,immune/infection/inflammatory,congenital,trauma,surgical,pregnant,variants
	Acute respiratory illness in immunocompromised patients. Normal, equivocal, or nonspecific  chest radiograph. Next imaging study. 
	Acute  respiratory  illness  in  immunocompromised  patients.  Abnormal  chest  radiograph,  multiple, diffuse, or confluent opacities. Next imaging study. 
	Acute  respiratory  illness  in  immunocompromised  patients.  Abnormal  chest  radiograph,  noninfectious disease suspected. Next imaging study. 
"
130,09_03.txt,Blunt Chest Trauma,,,,,,,,,"	Blunt Chest Trauma  First-line evaluation. High-energy mechanism. 
	Normal  anteroposterior  (AP)  chest  radiograph,  normal  examination,  and  normal  mental  status. No high-energy mechanism. 
	Blunt Chest Trauma  Clinically suspected cardiac injury after initial imaging and clinical evaluation. 
"
131,09_04.txt,Chronic Dyspnea-Noncardiovascular Origin,,,,,,,,,"	Chronic dyspnea. Unclear etiology. Initial imaging. 
	Chronic dyspnea. Suspected chronic obstructive pulmonary disease (COPD). Initial imaging. 
	Chronic dyspnea. Suspected central airways disease. Initial imaging. 
	Chronic dyspnea. Suspected interstitial lung disease. Initial imaging. 
	Chronic dyspnea. Suspected disease of the pleura or chest wall. Initial imaging. 
	Chronic dyspnea. Suspected diaphragm dysfunction. Initial imaging. 
"
132,09_05.txt,Hemoptysis,,,,,,,,,"	Massive (life-threatening) hemoptysis. Initial imaging. 
	Nonmassive (nonâ€“life-threatening) hemoptysis. Initial imaging. 
	Recurrent hemoptysis. Initial imaging. 
"
133,09_06.txt,Imaging of Possible Tuberculosis,,,,,,,,,"	Suspect active tuberculosis. 
	Newly  positive  PPD  or  IGRA  OR  positive  PPD  or  IGRA  with  unknown  prior  status.  No  clinical symptoms. 
	PPD  not  available.  Placement  in  group  home  or  skilled  nursing  facility.  No  clinical  symptoms. 
"
134,09_07.txt,Intensive Care Unit Patients,,,,,,,,,"	Intensive Care Unit Patients  Admission or transfer to ICU. 
	Stable patient. No change in clinical status. 
	Patient with clinical worsening. 
	Post-insertion of tube or catheter. 
	Post-chest tube removal. 
"
135,09_08.txt,Lung Cancer Screening,,,,,,,,,"	Lung cancer screening. Patient 55 to 80 years of age and 30 or more packs per year smoking  history and currently smoke or have quit within the past 15 years. 
	Lung  cancer  screening.  Patient  50  years  of  age  or  older  and  20  or  more  packs  per  year  history  of  smoking  and  one  additional  risk  factor  (ie,  radon  exposure  or  occupational  exposure or cancer history or family history of lung cancer or history of COPD or history of  pulmonary fibrosis). 
	Lung cancer screening. Patient younger than 50 years of age or patient older than 80 years  of  age  or  patient  any  age  with  less  than  20  packs  per  year  history  of  smoking  and  no  additional  risk  factor  (ie,  radon  exposure  or  occupational  exposure  or  cancer  history  or  family history of lung cancer or history of COPD or history of pulmonary fibrosis). 
"
136,09_09.txt,Noninvasive Clinical Staging of Primary Lung Cancer,,,,,,,,,"	Noninvasive initial clinical staging of nonâ€“small-cell lung carcinoma. 
	Noninvasive initial clinical staging of small-cell lung carcinoma. 
"
137,09_10.txt,Occupational Lung Diseases,,,,,,,,,"	Occupational exposure, screening, and surveillance of lung disease. Initial imaging. 
	Occupational exposure, suspected interstitial lung disease. Initial imaging. 
	Occupational  exposure,  suspected  interstitial  lung  disease  based  on  radiography.  Next  imaging study. 
	Occupational exposure, suspected airway disease. Initial imaging. 
	Confirmed occupational lung disease, suspected thoracic neoplasm. 
"
138,09_11.txt,Radiographically Detected Solitary Pulmonary Nodule,,,,,,,,,"	Radiographically Detected Solitary Pulmonary Nodule  Solid nodule ï‚³1 cm, low clinical suspicion for cancer. 
	Solid nodule ï‚³1 cm, moderate to high clinical suspicion for cancer. 
	Radiographically Detected Solitary Pulmonary Nodule  Solid nodule <1 cm, low clinical suspicion for cancer. 
	Solid nodule <1 cm, moderate to high clinical suspicion for cancer. 
"
139,09_12.txt,Rib Fractures,,,,,,,,,"	Suspected rib fractures from minor blunt trauma (injury confined to ribs). Initial imaging. 
	Suspected rib fractures after cardiopulmonary resuscitation (CPR). Initial imaging. 
	Suspected pathologic rib fracture. Initial imaging. 
"
140,09_13.txt,Routine Chest Radiography,,,,,,,,,"	Routine Chest Radiography  No clinical concern on basis of history or physical examination. 
	Suspicion  of  acute  or  potentially  unstable  chronic  cardiopulmonary  disease  by  history  or  physical examination. 
	Increased  risk,  patient-  or  procedure-related  (ie,  advanced  age  [particularly  >70  years],  unreliable history and physical examination, high-risk surgery). 
"
141,09_14.txt,Suspected Pulmonary Embolism,,,,,,,,x,"	Suspected pulmonary embolism. Intermediate probability with a negative D-dimer or low  pretest probability. 
	Suspected pulmonary embolism. Intermediate probability with a positive D-dimer or high  pretest probability. 
	Suspected pulmonary embolism. Pregnant patient. 
"
142,09_15.txt,Suspected Pulmonary Hypertension,,,,,,,,,"	Suspected pulmonary hypertension. 
"
143,09_16.txt,Thoracic Outlet Syndrome,,,,,,,,,"	Neurogenic thoracic outlet syndrome. Initial imaging and follow-up imaging after surgery or  intervention. 
	Venous  thoracic  outlet  syndrome.  Initial  imaging  and  follow-up  imaging  after  surgery  or  intervention. 
	Arterial  thoracic  outlet  syndrome.  Initial  imaging and  follow-up  imaging after surgery  or  intervention. 
"
144,10_01.txt,Acute Onset Flank Pain-Suspicion of Stone Disease (Urolithiasis),,,,,,,,x,"	Acute Onset Flank Painâ€”Suspicion of Stone Disease (Urolithiasis)  Suspicion of stone disease.
	Acute Onset Flank Painâ€”Suspicion of Stone Disease (Urolithiasis)  Recurrent symptoms of stone disease.
	Acute Onset Flank Painâ€”Suspicion of Stone Disease (Urolithiasis)  Pregnant patient. 
"
145,10_02.txt,"Acute Onset of Scrotal Pain-Without Trauma, Without Antecedent Mass",,,,,,,,,"	Adult or child. Acute onset of scrotal pain. Without trauma, without antecedent mass. Initial  imaging. 
"
146,10_03.txt,Acute Pyelonephritis,,,,,,,,,"	Acute  pyelonephritis.  Uncomplicated  patient  (eg,  no  history  of  diabetes  or  immune  compromise or history of stones or obstruction or prior renal surgery or lack of response to  therapy). Initial imaging. 
	Acute pyelonephritis. Complicated patient (eg, diabetes or immunocompromised or history  of stones or prior renal surgery or not responding to therapy). Initial imaging. 
"
147,10_04.txt,Hematospermia,,,,,,,,,"	Man <40 years of age, transient or episodic hematospermia, and no other symptoms or signs  of disease. 
	Man â‰¥40 years of age, or man of any age with persistent hematospermia, or hematospermia  accompanied by associated symptoms or signs of disease. 
"
148,10_05.txt,Hematuria,,,,,,,,,"	Hematuria  Patients  with  vigorous  exercise,  presence  of  infection  or  viral  illness,  or  present  or  recent  menstruation. 
"
149,10_06.txt,Incidentally Discovered Adrenal Mass,,,,,,,,,"	Incidentally Discovered Adrenal Mass  No history of malignancy; mass 1-4 cm in diameter. Initial evaluation. 
	No history of malignancy; mass 1â€“4 cm in diameter. Follow-up evaluation for indeterminate  lesion on initial evaluation. 
	Incidentally Discovered Adrenal Mass  No  history  of  malignancy;  mass  >4  cm  in  diameter.  (If  not  typical  for  adenoma,  myelolipoma, hemorrhage, or simple cyst, consider resection.) 
	Incidentally Discovered Adrenal Mass  History of malignancy; mass <4 cm in diameter. Initial evaluation. 
	History of malignancy; mass >4 cm in diameter.   Comments     Alternative to biopsy to diagnose  metastasis.   
"
150,10_07.txt,Indeterminate Renal Mass,,,,,,,,,"	Indeterminate Renal Mass  Patient with normal renal function. 
	Patient with renal insufficiency (contraindication to intravenous contrast). 
"
151,10_08.txt,Lower Urinary Tract Symptoms: Suspicion of Benign Prostatic Hyperplasia,,,,,,,,,"	Lower urinary tract symptoms. Suspicion of benign prostatic hyperplasia. Initial imaging. 
"
152,10_09.txt,Penetrating Traumaâ€“Lower Abdomen and Pelvis,,,,,,,,,"	Penetrating  trauma,  lower  abdomen  and  pelvis.  Suspected  lower  urinary  tract  trauma.  Initial imaging. 
"
153,10_10.txt,Post-Treatment Follow-up and Active Surveillance of Clinically Localized Renal Cell Cancer,,,,,,,,,"	Follow-up for clinically localized renal cell cancer; post radical or partial nephrectomy. 
	Follow-up for clinically localized renal cell cancer; post ablation. 
	Follow-up for clinically localized renal cell cancer; active surveillance. 
"
154,10_11.txt,Post-treatment Follow-up of Prostate Cancer,,,,,,,,,"	Prostate cancer follow-up. Status post radical prostatectomy. Clinical concern for residual  or recurrent disease. 
	Prostate  cancer  follow-up.  Clinical  concern  for  residual  or  recurrent  disease  after  nonsurgical local and pelvic treatments. 
	Metastatic  prostate  cancer  treated  by  systemic  therapy  (androgen  deprivation  therapy  [ADT], chemotherapy, immunotherapy). Follow-up. 
"
155,10_12.txt,Post-Treatment Surveillance of Bladder Cancer,,,,,,,,,"	Nonmuscle invasive bladder cancer (NMIBC), no symptoms or risk factors. Post-treatment  surveillance. 
	Nonmuscle  invasive  bladder  cancer  (NMIBC),  with  symptoms  or  risk  factors.  Post- treatment surveillance. 
	Muscle-invasive  bladder  cancer  (MIBC)  with  or  without  cystectomy.  Post-treatment  surveillance. 
"
156,10_13.txt,Pretreatment Staging of Muscle-Invasive Bladder Cancer,,,,,,,,,"	Pretreatment staging of muscle-invasive bladder cancer. 
"
157,10_14.txt,"Prostate Cancerâ€“Pretreatment Detection, Surveillance, and Staging",,,,,,,,,"	Clinically suspected prostate cancer, no prior biopsy (biopsy naÃ¯ve). Detection. 
	Clinically suspected prostate cancer, prior negative TRUS-guided biopsy. Detection. 
	Clinically established low-risk prostate cancer. Active surveillance. 
	Clinically established intermediate-risk prostate cancer. Staging and/or surveillance. 
	Clinically established high-risk prostate cancer. Staging. 
"
158,10_15.txt,Recurrent Lower Urinary Tract Infections in Women,,,,,,,,,"	Recurrent Lower Urinary Tract Infections in Women  â€œUncomplicatedâ€ with no underlying risk factors.
	Recurrent Lower Urinary Tract Infections in Women  â€œComplicated,â€  or  patients  who  are  nonresponders  to  conventional  therapy,  get  frequent  reinfections or relapses, and have known underlying risk factors. (See Appendix 1.) 
"
159,10_16.txt,Renal Cell Carcinoma Staging,,,,,,,,,"	Renal Cell Carcinoma Staging 
"
160,10_17.txt,Renal Failure,,,,,,,,,"	Renal Failure  Acute kidney injury (AKI), unspecified. 
	Renal Failure  Chronic kidney disease (CKD). 
"
161,10_18.txt,Renal Transplant Dysfunction,,,,,,,,,"	Renal transplant dysfunction. 
"
162,10_19.txt,Renovascular Hypertension,,,,,,,,,"	High index of suspicion of renovascular hypertension. Normal renal function.
	High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30  mL/min/1.73 m2. 
"
163,10_20.txt,Staging of Testicular Malignancy,,,,,,,,,"	Staging of Testicular Malignancy  Staging testis tumor. Diagnosed by orchiectomy. 
"
164,11_01.txt,Abdominal Aortic Aneurysm Follow-up (Without Repair),,,,,,,,,"	Asymptomatic abdominal aortic aneurysm surveillance (without repair). 
"
165,11_02.txt,Abdominal Aortic Aneurysm: Interventional Planning and Follow-up,,,,,,,,,"	Planning for pre-endovascular repair (EVAR) or open repair of AAA. 
	Follow-up for postendovascular repair (EVAR) or open repair of AAA. 
"
166,11_03.txt,Chylothorax Treatment Planning,,,,,,,,,"	 Chylothorax treatment planning: traumatic etiology. 
	 Chylothorax treatment planning: nontraumatic or unknown etiology. 
"
167,11_04.txt,Clinically Suspected Pulmonary Arteriovenous Malformation (PAVM),,,,,,,,,"	Clinically Suspected Pulmonary Arteriovenous Malformation (PAVM) 
"
168,11_05.txt,Clinically Suspected Vascular Malformation of the Extremities,,,,,,,,,"	Upper  or  lower  extremity.  Suspected  vascular  malformation  presenting  with  pain  or  findings  of  physical  deformity  including  soft-tissue  mass,  diffuse  or  focal  enlargement,  discoloration, or ulceration. Initial imaging. 
	Upper or lower extremity. Vascular murmur (bruit or thrill). Initial imaging. 
"
169,11_06.txt,Imaging for Transcatheter Aortic Valve Replacement,,,,,,,,,"	Preintervention  planning  for  transcatheter  aortic  valve  replacement  at  the  aortic  valve  plane. 
	Preintervention  planning  for  transcatheter  aortic  valve  replacement  in  the  supravalvular  aorta and iliofemoral system. 
"
170,11_07.txt,Imaging of Deep Inferior Epigastric Arteries for Surgical Planning (Breast Reconstruction Surgery),,,,,,,,,"	Imaging  of  deep  inferior  epigastric  arteries  for  surgical  planning  (breast  reconstruction  surgery). 
"
171,11_08.txt,Imaging of Mesenteric Ischemia,,,,,,,,,"	Suspected acute mesenteric ischemia. Initial imaging. 
	Suspected chronic mesenteric ischemia. Initial imaging. 
"
172,11_09.txt,Lower Extremity Arterial Revascularizationâ€“Post-Therapy Imaging,,,,,,,,,"	Previous infrainguinal endovascular therapy or bypass. Asymptomatic. Surveillance. 
	Previous  infrainguinal  endovascular  therapy  or  bypass.  Claudication  or  CLI.  Initial  imaging. 
	Previous  infrainguinal  endovascular  therapy  or  bypass,  presenting  with  cold,  painful  extremity and diminished pulses (acute limb ischemia). Initial imaging. 
"
173,11_10.txt,Nonatherosclerotic Peripheral Arterial Disease,,,,,,,,,"	Suspected popliteal entrapment syndrome. Initial imaging. 
	Suspected external iliac artery endofibrosis. Initial imaging. 
	Suspected or known lower-extremity inflammatory vasculitides. Initial imaging. 
	Suspected or known dissection or connective tissue lower-extremity vascular diseases. Initial  imaging. 
	Suspected  or  known  other  noninflammatory  lower-extremity  vascular  diseases  (such  as  fibromuscular dysplasia, segmental arterial mediolysis). Initial imaging. 
	Lower-extremity vascular trauma. Initial imaging. 
"
174,11_11.txt,Nontraumatic Aortic Disease,,,,,,,,,"	Nontraumatic Aortic Disease 
"
175,11_12.txt,Nonvariceal Upper Gastrointestinal Bleeding,,,,,,,,,"	Endoscopy reveals nonvariceal upper gastrointestinal arterial bleeding source. 
	Endoscopy confirms nonvariceal upper gastrointestinal bleeding without a clear source. 
	Nonvariceal upper gastrointestinal bleeding; negative endoscopy.  
	Postsurgical and traumatic causes of nonvariceal upper gastrointestinal bleeding; endoscopy  contraindicated. 
"
176,11_13.txt,Penetrating Neck Injury,,,,,,,,,"	Penetrating neck injury. Clinical soft injury signs. 
	Penetrating neck injury. Normal or equivocal CTA. Concern for vascular injury. 
	Penetrating neck injury. Normal or equivocal CTA. Concern for aerodigestive injury. 
"
177,11_14.txt,"Pulsatile Abdominal Mass, Suspected Abdominal Aortic Aneurysm",,,,,,,,,"	Pulsatile abdominal mass, suspected abdominal aortic aneurysm. 
"
178,11_15.txt,Radiologic Management of Lower-Extremity Venous Insufficiency,,,,,,,,,"	Radiologic Management of Lower-Extremity Venous Insufficiency  Asymptomatic  bilateral  great  saphenous  venous  insufficiency  with  visible  varicose  veins.  Patient desires treatment for cosmesis. 
	Radiologic Management of Lower-Extremity Venous Insufficiency  Left small saphenous venous insufficiency resulting in intermittent pain and swelling without  skin discoloration or ulceration. 
	Radiologic Management of Lower-Extremity Venous Insufficiency  Left great saphenous venous insufficiency with associated lower leg skin ulceration. 
	Radiologic Management of Lower-Extremity Venous Insufficiency  Symptomatic bilateral great saphenous venous insufficiency and large visible varicose veins during pregnancy.
	Radiologic Management of Lower-Extremity Venous Insufficiency  Chronic left femoral venous thrombosis with left great saphenous venous insufficiency and  lower-extremity swelling. 
	Radiologic Management of Lower-Extremity Venous Insufficiency  Symptomatic  bilateral  great  saphenous  venous  insufficiency  with  remote  history  of  deep  venous thrombosis with no residual thrombus present. 
	Radiologic Management of Lower-Extremity Venous Insufficiency  Right  great  saphenous  venous  insufficiency  status  post  vein  stripping  1  year  ago  with  persistent  lower-extremity  swelling.  Reflux  is  noted  in  the  below-knee  greater  saphenous  vein measuring up to 5 mm. 
"
179,11_16.txt,Renovascular Hypertension,,,,,,,,,"	High index of suspicion of renovascular hypertension. Normal renal function.
	High index of suspicion of renovascular hypertension. Decreased renal function, eGFR <30  mL/min/1.73 m2. 
"
180,11_17.txt,"Sudden Onset of Cold, Painful Leg",,,,,,,,,"	Sudden onset of cold, painful leg. 
"
181,11_18.txt,Suspected Lower Extremity Deep Vein Thrombosis,,,,,,,,,"	Suspected lower extremity deep vein thrombosis. Initial imaging. 
"
182,11_19.txt,Suspected Thoracic Aortic Aneurysm,,,,,,,,,"	Suspected thoracic aortic aneurysm. Initial imaging. 
"
183,11_20.txt,Suspected Upper-Extremity Deep Vein Thrombosis,,,,,,,,,"	Suspected upper-extremity deep vein thrombosis. Initial imaging. 
"
184,11_21.txt,Thoracic Aorta Interventional Planning and Follow-up,,,,,,,,,"	Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease. 
	Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease. 
"
185,11_22.txt,Thoracic Outlet Syndrome,,,,,,,,,"	Neurogenic thoracic outlet syndrome. Initial imaging and follow-up imaging after surgery or  intervention. 
	Venous  thoracic  outlet  syndrome.  Initial  imaging  and  follow-up  imaging  after  surgery  or  intervention. 
	Arterial  thoracic  outlet  syndrome.  Initial  imaging and  follow-up  imaging after surgery  or  intervention. 
"
186,11_23.txt,Vascular Claudicationâ€“Assessment for Revascularization,,,,,,,,,"	Vascular claudicationâ€“assessment for revascularization. 
"
187,12_01.txt,Abdominal Aortic Aneurysm: Interventional Planning and Follow-up,,,,,,,,,"	Planning for pre-endovascular repair (EVAR) or open repair of AAA. 
	Follow-up for postendovascular repair (EVAR) or open repair of AAA. 
"
188,12_02.txt,Chylothorax Treatment Planning,,,,,,,,,"	 Chylothorax treatment planning: traumatic etiology. 
	 Chylothorax treatment planning: nontraumatic or unknown etiology. 
"
189,12_03.txt,Management of Vertebral Compression Fractures,,,,,,,,,"	New  symptomatic  compression  fracture  identified  on  radiographs  or  CT.  No  known  malignancy. 
	Osteoporotic compression fracture, with or without edema on MRI and no â€œred flagsâ€. With  or without spinal deformity, worsening symptoms, or pulmonary dysfunction. 
	Painful  osteoporotic  compression  fracture  with  edema  on  MRI.  Contraindication  to  vertebral  augmentation  or surgery  (eg,  fitness,  pregnancy,  infection,  coagulation  disorder,  etc). 
	Known malignancy and new back pain. Compression fracture identified on radiographs or  CT. 
	Asymptomatic pathologic spinal fracture with or without edema on MRI. 
	Pathologic spinal fracture with severe and worsening pain. 
	Pathologic spinal fracture with spinal deformity or pulmonary dysfunction. 
	Pathologic spinal fracture with neurologic deficits. 
"
190,12_04.txt,Radiologic Management of Biliary Obstruction,,,,,,,,,"	Initial therapeutic procedure for a patient with dilated bile ducts from choledocholithiasis. 
	Initial therapeutic procedure for a patient with elevated bilirubin and suspected sclerosing  cholangitis. 
	Initial  therapeutic  procedure  for  a  liver  transplant  recipient  with  elevated  bilirubin  and  suspected biliary anastomotic stenosis or bile leak, with no dilated ducts. 
	Initial  therapeutic  procedure  for  a  patient  with  bile  leak  and  dilated  bile  ducts  following  laparoscopic cholecystectomy. 
	Initial therapeutic procedure for a patient with dilated bile ducts and suspected biliary sepsis  or acute cholangitis. 
	Initial therapeutic procedure for a patient with malignant common bile duct obstruction (eg,  pancreatic carcinoma). 
	Initial  therapeutic  procedure  for  a  patient  with  hilar  biliary  obstruction  from  malignant  etiology (eg, Klatskin tumor). 
	Initial  therapeutic  procedure  for  a  patient  with  dilated  bile  ducts  and  coagulopathy  (INR  >2.0 or platelet count <60 K). 
	Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive  ascites. 
"
191,12_05.txt,Radiologic Management of Central Venous Access ,,,,,,,,,"	Device  selection.  Adult  or  child  â‰¥13  years  of  age.  Intravenous  access  for  long-term  total  parenteral nutrition and intermittent intravenous antibiotics. 
	Device  selection.  Adult  or  child  â‰¥13  years  of  age.  Sickle  cell  anemia  requires  intravenous  access for the treatment of recurrent sickle cell crisis. 
	Device  selection.  Adult or  child  â‰¥13 years  of  age.  Stage  3  chronic  kidney  disease  requires  central venous access for 6 weeks of antibiotic treatment. 
	Device  selection.  Adult  or  child  â‰¥13  years  of  age.  Intensive  care  unit  (ICU)  patient  with  sepsis and acute renal insufficiency requires intravenous access for approximately 7 to 10  days. 
	Site selection. Adult or child â‰¥13 years of age. Head and neck surgery. Central venous access  required for adjuvant chemotherapy. 
	Site selection. Adult or child â‰¥13 years of age. Sepsis in a patient with stage 4 chronic kidney  disease, requires 7 to 10 days of intravenous antibiotic therapy. 
	Site selection. Adult or child â‰¥13 years of age. ICU patient with sepsis. The patient receives  hemodialysis via nontunneled catheter placed via the right internal jugular vein. Multilumen  central venous access required. 
	Site  selection  for  permanent  hemodialysis  catheter.  Adult  or  child  â‰¥13  years  of  age.  End  stage renal disease has undergone creation of a left arm arteriovenous fistula. The fistula has  not yet matured. 
	Immediate removal of the tunneled catheter, culture of the  catheter tip and placement of a nontunneled central venous  catheter via different site  Retain the catheter and commence empiric antibiotics once  peripheral and central blood cultures have been drawn  Catheter should be removed if positive blood cultures are  confirmed  Catheter salvage may be considered even after positive  blood cultures are acquired 
	Thrombotic  complications.  Adult  or  child  â‰¥13  years  of  age.  Chest  port  placed  via  right  internal jugular vein is being used for chemotherapy. The infusion nurse can infuse saline  but is unable to aspirate blood from the catheter. 
	Thrombotic complications. Adult or child â‰¥13 years of age. Permanent hemodialysis catheter  placed via the right internal jugular vein. Poor flows are documented at hemodialysis via  both lumens. 
	Thrombotic  complications.  Adult  or  child  â‰¥13  years  of  age.  Arm  swelling  secondary  to  extensive  thrombus  surrounding  a  triple  lumen  PICC  placed  via  left  Basilic  vein.  The  catheter  is  being  used  for  long-term  parenteral  nutrition  and  intermittent  intravenous  antibiotics. The catheter is functioning. 
	Infectious  complications.  Adult  or  child  â‰¥13  years  of  age.  Preventive  measures  to  reduce  catheter-related bloodstream infections when placing a nontunneled central venous catheter  in ICU patient. 
	Infectious complications. Adult or child â‰¥13 years of age. Therapeutic measures to manage  catheter-related bloodstream infections. 
"
192,12_06.txt,Radiologic Management of Gastric Varices,,,,,,,,,"	Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal  hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt. 
	Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of  20. CT demonstrates a large gastrorenal shunt. 
	Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a  MELD score of 18. MRI does not demonstrate a gastrorenal shunt. 
	Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy  and a MELD score of 18. MRI demonstrates a large gastrorenal shunt. 
	Cirrhotic  patient  bleeding  from  esophageal  varices  and  gastric  varices  not  amenable  to  endoscopic  management  with  a  MELD  score  of  13  and  a  hepatic  wedge  pressure  of  22  mmHg. CT demonstrates a small gastrorenal shunt. 
	Cirrhotic patient bleeding from large high-flow gastric varices with a MELD score of 12 and  a hepatic wedge pressure of 10 mmHg. MRI demonstrates a large gastrorenal shunt. 
	Patient with gastric variceal bleeding, found to have chronic splenic vein occlusion on MRI. 
	Patient with chronic intrahepatic and extrahepatic portal vein occlusion with cavernous  transformation on CT with gastric variceal bleeding. 
"
193,12_07.txt,Radiologic Management of Hepatic Malignancy,,,,,,,,,"	Radiologic Management of Hepatic Malignancy  Hepatocellular carcinoma: Solitary tumor <3 cm. 
	Hepatocellular carcinoma: Solitary tumor 5 cm. 
	Radiologic Management of Hepatic Malignancy  Hepatocellular carcinoma: More than 1 tumor, at least 1 of them >5 cm. 
	Intrahepatic cholangiocarcinoma: 4 cm in diameter, no evidence of biliary obstruction. 
	Radiologic Management of Hepatic Malignancy  Metastatic  liver  disease:  Multifocal  metastatic  neuroendocrine  tumor  (includes  carcinoid  tumors as well as islet cell tumors of the pancreas). 
	Metastatic liver disease: Multifocal colorectal carcinoma (liver dominant or isolated). 
	Radiologic Management of Hepatic Malignancy   Solitary colorectal liver metastasis. 
"
194,12_08.txt,Radiologic Management of Iliac Artery Occlusive Disease,,,,,,,,,"	Nonsmoker,  sedentary  lifestyle.  No  symptoms  at  rest  but  mild  left  lower-extremity  claudication on walking, asymmetrically diminished left femoral pulse. Next steps on initial  physician visit. 
	Long history of mild claudication. Acute-onset left lower-extremity pain. Absent left femoral  pulse on palpation, faint dorsalis pedis and posterior tibial pulses by Doppler. Next steps. 
	Known atrial fibrillation and spine surgery 3 weeks ago. Sudden-onset right lower-extremity  pain. Diminished pulses in right lower extremity. CTA demonstrates isolated filling defect in  right common iliac artery. 
	Past  medical  history  of  heavy  smoking.  Severe  claudication  and  no  symptoms  at  rest.  Angiogram demonstrates bilateral 90% common iliac artery stenosis (TASC A). 
	Past medical history significant for diabetes mellitus, hypertension, and smoking. Increasing  claudication of right lower extremity involving right buttock for last 3 months. CTA pelvis  with runoff reveals short-segment occlusion of right common iliac artery (TASC B).  
	Past  medical  history  significant  for  diabetes  mellitus,  hypertension,  and  heavy  smoking.  Gradually increasing claudication of bilateral lower extremities for at least 2 months. CTA  pelvis with runoff reveals bilateral common iliac artery occlusion without any involvement  of the external or internal iliac artery (TASC C).  
	Worsening  claudication  and  small  ischemic  ulcers  on  digits  of  both  feet.  Angiogram  demonstrates  diffuse  disease  involving  distal  aorta  and  both  iliac  vessels,  with  multiple  stenoses  >50%,  bilateral  75%  midâ€“superficial  femoral  artery  stenosis,  and  2-vessel  tibial  runoff bilaterally (TASC D). 
"
195,12_09.txt,Radiologic Management of Iliofemoral Venous Thrombosis,,,,,,,,,"	Radiologic Management of Iliofemoral Venous Thrombosis  First episode of iliofemoral DVT. Symptoms present for <14 days, otherwise healthy. 
	Iliofemoral  DVT  and  symptoms  â‰¤10  days.  Computed  tomography  scan  demonstrates  potential for May-Thurner syndrome. 
	Iliofemoral DVT and limb-threatening ischemia (phlegmasia cerulea dolens). 
	Iliofemoral DVT with minimal symptoms. DVT diagnosed one week ago. 
"
196,12_10.txt,Radiologic Management of Infected Fluid Collections,,,,,,,,,"	Patient with right lower quadrant abdominal pain, fever, and leukocytosis for 7 days. Physical  examination shows no peritoneal signs. CT scan shows a thin-walled fluid collection, greater  than 3 cm, adjacent to the cecum, nonvisualization of the appendix, and an appendicolith.  Imaging findings are highly suspicious for appendicitis. Treatment includes antibiotics. 
	Patient with a history of left hemicolectomy 2 months ago for colon carcinoma. Two weeks  after placement of a drain into an abdominal abscess; the patient presents with abdominal  pain and fever. Drain output is 25 cc per day and the collection is unchanged in size by CT.  Treatment includes antibiotics. 
	Patient who is an intravenous drug abuser presents with fever and tachycardia and on imaging  is found to have 2 noncommunicating splenic abscesses accessible percutaneously through a 1  cm rim of normal splenic tissue. Treatment includes antibiotics. 
	Patient  with  abdominal  pain  radiating  to  the  back  5  weeks  after  hospitalization  for  acute  pancreatitis.  Afebrile.  CT  scan  shows  a  walled-off  collection  in  the  body  of  the  pancreas  indenting  a  broad  portion  of  the  body  of  the  stomach,  affecting  the  gastric  outlet.  The  collection is percutaneously accessible with a 3-cm window. MR cholangiopancreatography  shows a patent pancreatic duct. 
	Patient with a 2 week history of cough, fever, and foul-smelling sputum. Worsening condition  despite a full course of broad-spectrum antibiotics. Sputum cultures negative. CT scan shows  a right lower lobe abscess. Treatment includes antibiotics. 
	Patient with a 3 week history of pneumonia, fever, dyspnea. Worsening condition despite a  full course of broad-spectrum antibiotics. CT scan shows a loculated pleural collection with  overlying pleural thickening (empyema). Treatment includes antibiotics. 
	Woman of childbearing age with abdominal pain, fever, and leukocytosis. Marked tenderness  on  pelvic  examination.  CT  scan  shows  a  walled-off,  probable  tubo-ovarian  abscess  (TOA)  greater than 3 cm. Treatment includes antibiotics. 
	Patient  with  recent  endoscopic  retrograde  cholangiopancreatography  and  sphincterotomy  now with 3 weeks of worsening right upper quadrant pain, fever, jaundice, and malaise. CT  scan reveals 2 liver abscesses greater than 3 cm. MRCP demonstrates no biliary obstruction  or stones. Treatment includes antibiotics. 
	Patient presents to the emergency department with 5 days of progressive ankle swelling and 2  days of fever. An ultrasound was obtained given the diffuse soft-tissue swelling around the  ankle which revealed a subperiosteal abscess. Treatment includes antibiotics. 
"
197,12_11.txt,Radiologic Management of Lower Gastrointestinal Tract Bleeding,,,,,,,,,"	Radiologic Management of Lower Gastrointestinal Tract Bleeding  Lower  GI  hemodynamically stable patient. Next procedure/intervention. 
