Abbreviation,Ambiguous,Case Sensitive,Full Text,Reverse Ambiguous
MGUS,TRUE,FALSE,monoclonal gammopathy of uncertain significance|monoclonal gammopathy of undetermined significance|monoclonal gammopathy of unknown significance,FALSE
MH,FALSE,FALSE,medical history,FALSE
MHC,FALSE,FALSE,major histocompatibility complex,FALSE
MHV,FALSE,FALSE,middle hepatic vein,FALSE
MHz,FALSE,FALSE,megahertz,FALSE
MI,TRUE,FALSE,mechanical index|mitral incompetence|myocardial infarct,FALSE
MIBG,FALSE,FALSE,metaiodobenzylguanidine,FALSE
MIBI,FALSE,FALSE,methoxyisobutylisonitrile,FALSE
Micro,TRUE,FALSE,microbiology|microscopy,FALSE
MIDCAB,FALSE,FALSE,minimally invasive direct coronary artery bypass,FALSE
Min,FALSE,FALSE,minute,FALSE
MinIP,FALSE,FALSE,minimum intensity projection,FALSE
MINOCA,FALSE,FALSE,myocardial infarction with non-obstructive coronary arteries,FALSE
MIP,FALSE,FALSE,maximum intensity projection,FALSE
MISME,FALSE,FALSE,multiple inherited schwannomas meningiomas ependymomas,FALSE
ML,TRUE,TRUE,mediolateral|middle lobe,FALSE
mL,FALSE,TRUE,milliliter,FALSE
ml,FALSE,TRUE,milliliter,FALSE
MLO,FALSE,FALSE,mediolateral oblique,FALSE
MLS,FALSE,FALSE,midline shift,FALSE
MM,TRUE,TRUE,malignant melanoma|medial meniscus|multiple myeloma,FALSE
mm,FALSE,TRUE,millimeter,FALSE
M&M,FALSE,FALSE,morbidity and mortality,FALSE
mmHg,FALSE,FALSE,millimeters of mercury,FALSE
M-mode,FALSE,FALSE,motion mode,FALSE
MMR,TRUE,FALSE,measles mumps and rubella,FALSE
MMRV,FALSE,FALSE,measles mumps rubella and varicella,FALSE
MMSE,FALSE,FALSE,mini mental status exam,FALSE
Mn,FALSE,FALSE,manganese,FALSE
MNG,FALSE,FALSE,multinodular goiter,FALSE
MO,FALSE,TRUE,myositis ossificans,FALSE
Mo,TRUE,TRUE,molybdenum|month,FALSE
MOCD,FALSE,FALSE,molybdenum cofactor deficiency,FALSE
Mol,FALSE,FALSE,mole,FALSE
MOTSA,FALSE,FALSE,multiple overlapping thin slab acquisition,FALSE
MP,TRUE,FALSE,megapixel|middle phalanx,FALSE
MPA,FALSE,FALSE,main pulmonary artery,FALSE
mPAP,FALSE,FALSE,mean pulmonary arterial pressure,FALSE
MPC,FALSE,FALSE,metastatic pulmonary calcification,FALSE
MPD,FALSE,FALSE,main pancreatic duct,FALSE
MPGN,FALSE,FALSE,membranoproliferative glomerulonephritis,FALSE
MPP,FALSE,FALSE,_Mycoplasma pneumoniae_ pneumonia,FALSE
MPR,FALSE,FALSE,multiplanar reformation or reformats,FALSE
MPRAGE,FALSE,FALSE,magnetization-prepared rapid gradient echo,FALSE
MPS,FALSE,FALSE,mucopolysaccharidoses,FALSE
MPV,FALSE,FALSE,main portal vein,FALSE
MR,TRUE,FALSE,magnetic resonance|mitral regurgitation,FALSE
MRA,FALSE,FALSE,magnetic resonance angiogram,FALSE
MRCP,TRUE,FALSE,magnetic resonance cholangiopancreatography|member(ship) of the Royal College of Physicians,FALSE
MRE,TRUE,FALSE,magnetic resonance elastography|magnetic resonance enterography,FALSE
mrem,FALSE,FALSE,millirem,FALSE
MRF,FALSE,FALSE,mesorectal fascia,FALSE
MRI,FALSE,FALSE,magnetic resonance imaging,FALSE
MRL,FALSE,FALSE,magnetic resonance lymphangiography,FALSE
MRN,FALSE,FALSE,medical record number,FALSE
mRNA,FALSE,FALSE,messenger ribonucleic acid,FALSE
MRONJ,FALSE,FALSE,medication-related osteonecrosis of the jaw,FALSE
MRP,FALSE,FALSE,magnetic resonance perfusion,FALSE
MRPA,FALSE,FALSE,magnetic resonance pulmonary angiography,FALSE
MRPI,FALSE,FALSE,magnetic resonance parkinsonism index,FALSE
MRS,FALSE,FALSE,magnetic resonance spectroscopy,FALSE
MRSA,FALSE,FALSE,methicillin-resistant _Staphylococcus aureus_,FALSE
MRV,FALSE,FALSE,magnetic resonance venogram,FALSE
MS,TRUE,FALSE,master of surgery|mitral stenosis|multiple sclerosis,FALSE
MSA,FALSE,FALSE,multisystem atrophy,FALSE
MSBD,FALSE,FALSE,mixed sclerosing bone dysplasia,FALSE
MSD,FALSE,FALSE,mean sac diameter,FALSE
MSE,FALSE,FALSE,mental status exam,FALSE
MSH,FALSE,FALSE,melanocyte-stimulating hormone,FALSE
MSK,TRUE,FALSE,medullary sponge kidney|musculoskeletal,FALSE
MSM,FALSE,FALSE,men who have sex with men,FALSE
MSSA,FALSE,FALSE,methicillin-sensitive Staphylococcus aureus,FALSE
MSSU,FALSE,FALSE,midstream sample of urine,FALSE
MSU,TRUE,FALSE,midstream urine|monosodium urate,FALSE
mSv,FALSE,FALSE,millisievert,FALSE
MT,FALSE,FALSE,metatarsal,FALSE
MTA score,FALSE,FALSE,medial temporal lobe atrophy score,FALSE
MTC,FALSE,FALSE,medullary thyroid carcinoma,FALSE
MTPJ,FALSE,FALSE,metatarsophalangeal joint,FALSE
MTS,FALSE,FALSE,mesial temporal sclerosis,FALSE
MTSS,FALSE,FALSE,medial tibial stress syndrome,FALSE
MTT,FALSE,FALSE,mean transit time,FALSE
MTX,FALSE,FALSE,methotrexate,FALSE
MUA,FALSE,FALSE,manipulation under anesthesia,FALSE
Multips,FALSE,FALSE,multipara,FALSE
MV,FALSE,FALSE,mitral valve,FALSE
MVA,FALSE,FALSE,motor vehicle accident,FALSE
MVC,FALSE,FALSE,motor vehicle crash,FALSE
MVE,FALSE,FALSE,Murray Valley encephalitis,FALSE
MVO,FALSE,FALSE,microvascular obstruction,FALSE
MVP,FALSE,FALSE,mitral valve prolapse,FALSE
MVR,FALSE,FALSE,mitral valve replacement,FALSE
MVV,FALSE,FALSE,maximal voluntary ventilation,FALSE
MWA,FALSE,FALSE,microwave ablation,FALSE
Mx,TRUE,FALSE,management|maxwell,FALSE
MZ,TRUE,FALSE,mid zone|monozygote,FALSE
N,TRUE,TRUE,asparagine|neutron number|newton|nitrogen,FALSE
n,FALSE,TRUE,nano,FALSE
N0 N1 N2 N3,FALSE,FALSE,nodal stages,FALSE
N2,FALSE,FALSE,nitrogen gas,FALSE
N2O,FALSE,FALSE,nitrous oxide,FALSE
Na,FALSE,TRUE,sodium,FALSE
NAA,FALSE,FALSE,N-acetylaspartic acid,FALSE
NACT,FALSE,FALSE,neoadjuvant chemotherapy,FALSE
NAD,TRUE,FALSE,no abnormality detected|nil abnormality detected,FALSE
NAI,FALSE,FALSE,non-accidental injury,FALSE
NAFLD,FALSE,FALSE,non-alcoholic fatty liver disease,FALSE
NAPH,FALSE,FALSE,non-aneurysmal perimesencephalic subarachnoid hemorrhage,FALSE
NASCET,FALSE,FALSE,North American symptomatic carotid endarterectomy trial,FALSE
NASH,FALSE,FALSE,non-alcoholic steatohepatitis,FALSE
NB,TRUE,TRUE,neuroblastoma|newborn,FALSE
Nb,FALSE,TRUE,niobium,FALSE
NBCA,FALSE,FALSE,N-butyl-2 cyanoacrylate,FALSE
NBM,FALSE,FALSE,nil by mouth,FALSE
NC,FALSE,FALSE,non-contrast,FALSE
NCL,FALSE,FALSE,neuronal ceroid lipofuscinosis,FALSE
NCP,FALSE,FALSE,nursing care plan,FALSE
Nd,FALSE,FALSE,neodymium,FALSE
NDT,FALSE,FALSE,nasoduodenal tube,FALSE
Ne,FALSE,FALSE,neon,FALSE
NEDA,FALSE,FALSE,no evidence of disease activity,FALSE
NEC,FALSE,FALSE,necrotizing enterocolitis,FALSE
NESB,FALSE,FALSE,non-English speaking background,FALSE
NEX,FALSE,FALSE,number of excitations,FALSE
NF1,FALSE,FALSE,neurofibromatosis type 1,FALSE
NF2,FALSE,FALSE,neurofibromatosis type 2,FALSE
NFA,TRUE,FALSE,no fixed address|no fixed abode,FALSE
NFR,FALSE,FALSE,not for resuscitation,FALSE
NFT,FALSE,FALSE,neurofibrillary tangle,FALSE
ng,FALSE,FALSE,nanogram,FALSE
NGT,FALSE,FALSE,nasogastric tube,FALSE
NH,FALSE,FALSE,nursing home,FALSE
NHL,FALSE,FALSE,non-Hodgkin lymphoma,FALSE
NHR,FALSE,FALSE,nursing home resident,FALSE
NHS,FALSE,FALSE,National Health Service,FALSE
Ni,FALSE,FALSE,nickel,FALSE
NICE,FALSE,FALSE,National Institute for Health and Care Excellence,FALSE
NICU,FALSE,FALSE,neonatal intensive care unit,FALSE
NIDDM,FALSE,FALSE,non-insulin-dependent diabetes mellitus,FALSE
NIH,FALSE,FALSE,National Institutes of Health,FALSE
NIPPV,TRUE,FALSE,non-invasive positive pressure ventilation|nasal intermittent positive pressure ventilation,FALSE
NJT,FALSE,FALSE,nasojejunal tube,FALSE
NKA,FALSE,FALSE,no known allergies,FALSE
NLD,FALSE,FALSE,nasolacrimal duct,FALSE
NLP,FALSE,FALSE,natural language processing,FALSE
NMDA,FALSE,FALSE,N-methyl-D-aspartic acid,FALSE
NMO,FALSE,FALSE,neuromyelitis optica,FALSE
NMR,FALSE,FALSE,nuclear magnetic resonance,FALSE
NMV,FALSE,FALSE,net magnetization vector,FALSE
NNH,FALSE,FALSE,number needed to harm,FALSE
NNT,FALSE,FALSE,number needed to treat,FALSE
NOAC,TRUE,FALSE,novel oral anticoagulant agent|non-vitamin K oral anticoagulant agent,FALSE
NOE,FALSE,FALSE,naso-orbitoethmoid,FALSE
NOF,TRUE,FALSE,neck of femur|non-ossifying fibroma,FALSE
NOH,FALSE,FALSE,neck of humerus,FALSE
NOS,FALSE,FALSE,not otherwise specified,FALSE
Norad,FALSE,FALSE,norepinephrine,FALSE
NP,TRUE,TRUE,nasopharyngeal|necrotizing pancreatitis,FALSE
Np,FALSE,TRUE,neptunium,FALSE
NPC,FALSE,FALSE,nasopharyngeal carcinoma,FALSE
NPH,FALSE,FALSE,normal pressure hydrocephalus,FALSE
NPO,FALSE,FALSE,nil per os,FALSE
NPPV,FALSE,FALSE,non-invasive positive pressure ventilation,FALSE
NPV,FALSE,FALSE,negative predictive value,FALSE
NPWT,FALSE,FALSE,negative pressure wound therapy,FALSE
NRI,FALSE,FALSE,nerve root injection,FALSE
NSAID,FALSE,FALSE,non-steroidal anti-inflammatory drug,FALSE
NSCLC,FALSE,FALSE,non-small cell lung cancer,FALSE
NSF,FALSE,FALSE,nephrogenic systemic fibrosis,FALSE
NSGCT,FALSE,FALSE,non-seminomatous germ cell tumor,FALSE
NSIP,FALSE,FALSE,non-specific interstitial pneumonia,FALSE
NSR,FALSE,FALSE,normal sinus rhythm,FALSE
NSTEMI,FALSE,FALSE,non-ST elevation myocardial infarct,FALSE
NT,FALSE,FALSE,nuchal translucency,FALSE
nullips,FALSE,FALSE,nullipara,FALSE
N&V,FALSE,FALSE,nausea and vomiting,FALSE
N/V,FALSE,FALSE,nausea vomiting,FALSE
NVD,TRUE,FALSE,nausea vomiting diarrhea|normal vaginal delivery,TRUE
N/V/D,TRUE,FALSE,nausea vomiting diarrhea|normal vaginal delivery,TRUE
NVvR,FALSE,FALSE,Nederlandse Vereniging voor Radiologie,FALSE
NWB,FALSE,FALSE,non-weight bearing,FALSE
Nx,FALSE,FALSE,nodes cannot be assessed,FALSE
NYHA,FALSE,FALSE,New York Heart Association,FALSE
NZ,FALSE,FALSE,New Zealand,FALSE
O,TRUE,FALSE,blood type|oxygen,FALSE
O&G,FALSE,FALSE,obstetrics and gynecology,FALSE
OA,FALSE,FALSE,osteoarthritis,FALSE
OAB,FALSE,FALSE,overactive bladder,FALSE
OAC,FALSE,FALSE,oral anticoagulant,FALSE
OAR,FALSE,FALSE,organ at risk,FALSE
OB/GYN,FALSE,FALSE,obstetrics and gynecology,FALSE
Obl,FALSE,FALSE,oblique,FALSE
Obs,FALSE,FALSE,observations,FALSE
OC,TRUE,FALSE,optic canal|optic chiasm,FALSE
OCD,TRUE,FALSE,obsessive-compulsive disorder|osteochondral defect|osteochondritis dissecans,FALSE
OCG,FALSE,FALSE,oral cholecystogram,FALSE
OCL,FALSE,FALSE,osteochondral lesion,FALSE
OCP,TRUE,FALSE,octacalcium phosphate|oral contraceptive pill|ova cysts and parasites,FALSE
OCT,FALSE,FALSE,optical coherence tomography,FALSE
OD,TRUE,FALSE,occupational disease|once daily,FALSE
ODT,FALSE,FALSE,oroduodenal tube,FALSE
OE,FALSE,FALSE,otitis externa,FALSE
O/E,FALSE,FALSE,on examination,FALSE
OFC,FALSE,FALSE,osteitis fibrosa cystica,FALSE
OFD,FALSE,FALSE,occipitofrontal diameter,FALSE
OFDI,FALSE,FALSE,optical frequency domain imaging,FALSE
Og,FALSE,FALSE,oganesson,FALSE
OGD,FALSE,FALSE,esophagogastroduodenoscopy,FALSE
OGT,FALSE,FALSE,orogastric tube,FALSE
OHCA,FALSE,FALSE,out-of-hospital cardiac arrest,FALSE
OHS,FALSE,FALSE,ovarian hyperstimulation syndrome,FALSE
OHSS,FALSE,FALSE,ovarian hyperstimulation syndrome,FALSE
OI,TRUE,FALSE,opportunistic infection|osteogenesis imperfecta,FALSE
OLIF,FALSE,FALSE,oblique lumbar interbody fusion,FALSE
OLLIF,FALSE,FALSE,oblique lateral lumbar interbody fusion,FALSE
OM,TRUE,TRUE,obtuse marginal artery|occipitomental|osteomalacia|osteomyelitis|otitis media,FALSE
om,FALSE,TRUE,every morning,FALSE
OMC,FALSE,FALSE,ostiomeatal complex,FALSE
OMU,FALSE,FALSE,ostiomeatal unit,FALSE
ON,FALSE,FALSE,take every night,FALSE
ONH,FALSE,FALSE,optic nerve head,FALSE
O/N,FALSE,FALSE,overnight,FALSE
ONG,FALSE,FALSE,optic nerve glioma,FALSE
ONSD,FALSE,FALSE,optic nerve sheath diameter,FALSE
OOA,FALSE,FALSE,esophageal obturator airway,FALSE
OOB,FALSE,FALSE,out of bed,FALSE
OOH,TRUE,FALSE,out-of-hospital|out-of-hours,FALSE
OOHCA,FALSE,FALSE,out-of-hospital cardiac arrest,FALSE
OOHVFA,FALSE,FALSE,out-of-hospital ventricular fibrillation arrest,FALSE
OOP,FALSE,FALSE,out-of-plaster,FALSE
OP,TRUE,FALSE,operation|opinion|opposed phase|osteoporosis|out of phase|outpatient,FALSE
OPARACHEE,FALSE,FALSE,on resonance paramagnetic chemical exchange effect,FALSE
OPD,FALSE,FALSE,outpatient department,FALSE
OPG,FALSE,FALSE,orthopantomogram,FALSE
OPK,FALSE,FALSE,osteopoikilosis,FALSE
OPLL,FALSE,FALSE,ossification of the posterior longitudinal ligament,FALSE
OPPT,FALSE,FALSE,oriented to person place and time,FALSE
OPT,FALSE,FALSE,orthopantomogram,FALSE
OPV,FALSE,FALSE,oral polio vaccine,FALSE
OR,TRUE,FALSE,odds ratio|operating room|organ at risk,FALSE
Ordercomms,FALSE,FALSE,order communications,FALSE
ORIF,FALSE,FALSE,open reduction internal fixation,FALSE
ORN,FALSE,FALSE,osteoradionecrosis,FALSE
ORSA,FALSE,FALSE,oxacillin-resistant staphylococcus aureus,FALSE
ORT,FALSE,FALSE,oral rehydration therapy,FALSE
OS,FALSE,TRUE,left eye,FALSE
Os,FALSE,TRUE,osmium,FALSE
OSA,FALSE,FALSE,obstructive sleep apnea,FALSE
OSD,FALSE,FALSE,Osgood-Schlatter disease,FALSE
Osm,TRUE,FALSE,osmole|osmolarity,FALSE
OSNA,FALSE,FALSE,one step nucleic acid amplification,FALSE
OT,TRUE,FALSE,occupational therapy|optic tract|oxytocin,FALSE
OTC,TRUE,FALSE,oesophagotracheal combitube|over-the-counter,FALSE
OTD,FALSE,FALSE,out the door,FALSE
OTTR,FALSE,FALSE,organ transplant tracking record,FALSE
OU,FALSE,FALSE,both eyes,FALSE
OV,FALSE,FALSE,office visit,FALSE
oVEMP,FALSE,FALSE,ocular vestibular-evoked myogenic potentials,FALSE
OWR,FALSE,FALSE,Osler-Weber-Rendu syndrome,FALSE
OxyHb,FALSE,FALSE,oxygenated hemoglobin,FALSE
OYL,FALSE,FALSE,ossification of the yellow ligament,FALSE
oz,FALSE,FALSE,ounce,FALSE
P,TRUE,TRUE,P wave on ECG|peta|phosphorus|progesterone|proline,FALSE
p,TRUE,TRUE,pico|short arm of a chromosome,FALSE
PA,TRUE,TRUE,pernicious anemia|peroneal artery|placenta accreta|posterior-anterior or posteroanterior|psoriatic arthritis|pulmonary artery|pyloric antrum,FALSE
Pa,FALSE,TRUE,protactinium,FALSE
PAC,FALSE,FALSE,premature atrial contraction,FALSE
PaCO2,FALSE,FALSE,partial pressure of carbon dioxide in the blood,FALSE
PACS,FALSE,FALSE,picture archiving and communication system,FALSE
PAD,FALSE,FALSE,peripheral artery disease,FALSE
PAE,FALSE,FALSE,posterior acoustic enhancement,FALSE
PAF,TRUE,FALSE,paroxysmal atrial fibrillation|pregnancy after infertility,FALSE
PAH,FALSE,FALSE,pulmonary arterial hypertension,FALSE
PAL,FALSE,FALSE,posterior axillary line,FALSE
PAM,TRUE,FALSE,primary amoebic meningoencephalitis|pulmonary alveolar microlithiasis,FALSE
PAN,FALSE,FALSE,polyarteritis nodosa,FALSE
PaNS,FALSE,FALSE,parasympathetic nervous system,FALSE
PaO2,FALSE,FALSE,partial pressure of oxygen in the blood,FALSE
PAP,TRUE,FALSE,Papanicolaou stain|positive airway pressure|pulmonary alveolar proteinosis|pulmonary arterial pressure,FALSE
PAPA syndrome,FALSE,FALSE,pyogenic arthritis pyoderma gangrenosum and acne,FALSE
PAPP-A,FALSE,FALSE,pregnancy-associated plasma protein-A,FALSE
PAPVR,FALSE,FALSE,partial anomalous pulmonary venous return,FALSE
PAS,FALSE,TRUE,posterior acoustic shadowing,FALSE
PaS,FALSE,TRUE,parasubiculum,FALSE
PASH,FALSE,FALSE,pseudoangiomatous stromal hyperplasia,FALSE
PASTA,TRUE,FALSE,partial articular supraspinatus tendon avulsion|partial articular surface tendon avulsion,FALSE
PAT,FALSE,FALSE,paroxysmal atrial tachycardia,FALSE
Path,FALSE,FALSE,pathology,FALSE
PAU,FALSE,FALSE,penetrating atherosclerotic ulcer,FALSE
PAVR,FALSE,FALSE,percutaneous aortic valve replacement,FALSE
PB,FALSE,TRUE,petabyte,FALSE
Pb,FALSE,TRUE,lead,FALSE
PBA,TRUE,FALSE,payment by activity|push bike accident,FALSE
PBC,FALSE,FALSE,primary biliary cirrhosis,FALSE
PBR,FALSE,FALSE,payment by results,FALSE
PC,TRUE,FALSE,packed cells|personal computer|political correctness politically correct|posterior commissure|presenting complaint,FALSE
PCA,TRUE,FALSE,patient-controlled analgesia|pilocytic astrocytoma|posterior cerebral artery|posterior cortical atrophy,FALSE
PCD,TRUE,FALSE,phlegmasia cerulea dolens|post-concussional disorder|posterior ciliary dyskinesia,FALSE
PCI,TRUE,FALSE,percutaneous coronary intervention|posterolateral corner injury,FALSE
PCKD,FALSE,FALSE,polycystic kidney disease,FALSE
PCL,FALSE,FALSE,posterior cruciate ligament,FALSE
PCNSL,FALSE,FALSE,primary CNS lymphoma,FALSE
PCO,FALSE,FALSE,polycystic ovaries,FALSE
PCOS,FALSE,FALSE,polycystic ovarian syndrome,FALSE
PCP,TRUE,FALSE,phencyclidine|pneumocystis jirovecii,FALSE
PCR,TRUE,FALSE,polymerase chain reaction|protein:creatinine ratio,FALSE
PCS,FALSE,FALSE,post-concussional syndrome,FALSE
PCV,TRUE,FALSE,packed cell volume|polycythemia vera,FALSE
PCWP,FALSE,FALSE,pulmonary capillary wedge pressure,FALSE
PD,TRUE,TRUE,pancreas divisum|pancreatic duct|Parkinson disease|peritoneal dialysis|personality disorder|program director|progressive disease|proton density,FALSE
Pd,FALSE,TRUE,palladium,FALSE
PDA,TRUE,FALSE,patent ductus arteriosus|posterior descending artery,FALSE
PDAC,FALSE,FALSE,pancreatic ductal adenocarcinoma,FALSE
PDD,TRUE,FALSE,pervasive developmental disorder|progressive diaphyseal dysplasia,FALSE
PDF,FALSE,FALSE,portable document format,FALSE
PDP,FALSE,FALSE,pachydermoperiostosis,FALSE
PDx,FALSE,FALSE,provisional diagnosis,FALSE
PE,TRUE,FALSE,physical exam|pleural effusion|pre-eclampsia|premature ejaculation|pulmonary embolus,FALSE
PEA,TRUE,FALSE,photoelectric absorption|pulmonary endarterectomy|pulseless electrical activity,FALSE
PEARL,FALSE,FALSE,pupils equal and reactive to light,FALSE
PEATS,FALSE,FALSE,prostatic evasive anterior tumor syndrome,FALSE
PEC,FALSE,FALSE,percutaneous endoscopic colostomy,FALSE
PEEK,FALSE,FALSE,polyetheretherketone,FALSE
PEEP,FALSE,FALSE,positive end-expiratory pressure,FALSE
PEF,FALSE,FALSE,peak expiratory flow,FALSE
PEG,TRUE,FALSE,percutaneous endoscopic gastrostomy|pneumoencephalography,FALSE
PEJ,FALSE,FALSE,percutaneous endoscopic jejunostomy,FALSE
PEJV,FALSE,FALSE,posterior external jugular vein,FALSE
PEP,FALSE,FALSE,post-exposure prophylaxis,FALSE
PEPSI,FALSE,FALSE,post-exposure prophylaxis sexual intercourse,FALSE
PERC,FALSE,FALSE,pulmonary embolism rule-out criteria,FALSE
PERCIST,FALSE,FALSE,positron emission tomography response criteria in solid tumors,FALSE
PERLA,FALSE,FALSE,pupils equal and reactive to light and accommodation,FALSE
PESI,FALSE,FALSE,pulmonary embolism severity index,FALSE
PEST analysis,FALSE,FALSE,political economic social and technological,FALSE
PESTLE analysis,FALSE,FALSE,political economic social technological legal and environmental,FALSE
PET,FALSE,FALSE,positron emission tomography,FALSE
PFA,FALSE,FALSE,profunda femoris artery,FALSE
PFFD,FALSE,FALSE,proximal femoral focal deficiency,FALSE
PFH,FALSE,FALSE,past family history,FALSE
PFHx,FALSE,FALSE,past family history,FALSE
PFJ,FALSE,FALSE,patellofemoral joint,FALSE
PFO,TRUE,FALSE,patent foramen ovale|pissed fell over,FALSE
PFTs,FALSE,FALSE,pulmonary function tests,FALSE
PG,FALSE,TRUE,postgraduate,FALSE
pg,FALSE,TRUE,picogram,FALSE
PGCS,FALSE,FALSE,pediatric Glasgow Coma Scale,FALSE
PGY,FALSE,FALSE,postgraduate year,FALSE
PH,TRUE,TRUE,past history|pulmonary hypertension,FALSE
pH,FALSE,TRUE,potential of hydrogen,FALSE
Phe,FALSE,FALSE,phenylalanine,FALSE
PHP,FALSE,FALSE,pseudohypoparathyroidism,FALSE
PI,TRUE,FALSE,present illness|primary immunodeficiency|primary infertility|principal investigator|product information|protease inhibitor|pulsatility index,FALSE
PIC,FALSE,FALSE,pain in chest,FALSE
PICA,FALSE,FALSE,posterior inferior cerebellar artery,FALSE
PICC,FALSE,FALSE,peripherally inserted central catheter,FALSE
PICO,FALSE,FALSE,patient problem or population; intervention; comparison control or comparator; outcome,FALSE
PICU,FALSE,FALSE,pediatric intensive care unit,FALSE
PID,TRUE,FALSE,pelvic inflammatory disease|prolapsed intervertebral disc,FALSE
PIE,TRUE,FALSE,pelvic infiltrative endometriosis|pulmonary interstitial emphysema|pulmonary infiltrates with eosinophilia,FALSE
PIH,FALSE,FALSE,pregnancy-induced hypertension,FALSE
PIIS,FALSE,FALSE,posterior inferior iliac spine,FALSE
PIM,FALSE,FALSE,potentially inappropriate medication,FALSE
PIN,TRUE,FALSE,posterior interosseous nerve|prostatic intraepithelial neoplasia,FALSE
PIOPED,FALSE,FALSE,prospective investigation of pulmonary embolism diagnosis,FALSE
PIPJ,FALSE,FALSE,proximal interphalangeal joint,FALSE
PI-RADS,FALSE,FALSE,prostate imaging reporting and data system,FALSE
PISAPED,FALSE,FALSE,prospective investigative study of acute pulmonary embolism diagnosis,FALSE
PIT,FALSE,FALSE,pituitary,FALSE
Pixel,FALSE,FALSE,picture element,FALSE
PJP,FALSE,FALSE,pneumocystis jirovecii pneumonia,FALSE
PJS,FALSE,FALSE,Peutz-Jeghers syndrome,FALSE
PKD,FALSE,FALSE,polycystic kidney disease,FALSE
PKU,FALSE,FALSE,phenylketonuria,FALSE
PLCH,FALSE,FALSE,pulmonary Langerhans cell histiocytosis,FALSE
PLE,FALSE,FALSE,panlobular emphysema,FALSE
PLIF,FALSE,FALSE,posterior lumbar interbody fusion,FALSE
PLL,FALSE,FALSE,posterior longitudinal ligament,FALSE
PLND,FALSE,FALSE,pelvic lymph node dissection,FALSE
PLT,FALSE,FALSE,platelet,FALSE
PLV,FALSE,FALSE,posterior left ventricular,FALSE
PM,TRUE,TRUE,partial mastectomy|polymyositis|postmortem,FALSE
Pm,FALSE,TRUE,promethium,FALSE
PMC,FALSE,FALSE,PubMed Central,FALSE
PMF,TRUE,FALSE,pterygomaxillary fissure|progressive massive fibrosis,FALSE
PMID,FALSE,FALSE,PubMed identifier,FALSE
PMH,FALSE,FALSE,past medical history,FALSE
PMHx,FALSE,FALSE,past medical history,FALSE
PMitCEBO,FALSE,FALSE,prednisolone mitoxantrone cyclophosphamide etoposide bleomycin Oncovin®,FALSE
PML,FALSE,FALSE,progressive multifocal leukoencephalopathy,FALSE
PMMA,FALSE,FALSE,polymethylmethacrylate,FALSE
pmol,FALSE,FALSE,picomole,FALSE
PMSAH,FALSE,FALSE,perimesencephalic subarachnoid hemorrhage,FALSE
PND,TRUE,FALSE,paroxysmal nocturnal dyspnea|post-nasal drip,FALSE
PNET,FALSE,FALSE,primitive neuroectodermal tumor,FALSE
PNG,FALSE,FALSE,portable network graphics,FALSE
PNIF,FALSE,FALSE,peak nasal inspiratory flow,FALSE
PNS,TRUE,FALSE,perineural spread|peripheral nervous system|post-nasal space,FALSE
PO,TRUE,FALSE,per oral|postoperative,FALSE
POC,FALSE,FALSE,products of conception,FALSE
POCT,FALSE,FALSE,point of care testing,FALSE
POCUS,FALSE,FALSE,point-of-care ultrasonography,FALSE
POD,TRUE,FALSE,post-operative day|pouch of Douglas,FALSE
polio,FALSE,FALSE,poliomyelitis,FALSE
POLO,FALSE,FALSE,periodic occurrence of laryngeal obstruction,FALSE
POMP,FALSE,FALSE,phase offset multiplanar,FALSE
POP,TRUE,FALSE,plaster of Paris|post-operative pain,FALSE
POPUMET,FALSE,FALSE,protection of persons undergoing medical examination or treatment,FALSE
PoS,FALSE,FALSE,postsubiculum,FALSE
POTS,FALSE,FALSE,postural orthostatic tachycardia syndrome,FALSE
PP,TRUE,FALSE,on behalf of|parts per|private patient|proximal phalanx,FALSE
PPB,FALSE,FALSE,parts per billion,FALSE
PPC,FALSE,FALSE,posterior parahepatic cyst,FALSE
PPH,FALSE,FALSE,post-partum hemorrhage,FALSE
PPHP,FALSE,FALSE,pseudopseudohypoparathyroidism,FALSE
PPM,TRUE,FALSE,parts per million|permanent pacemaker,FALSE
PPMS,FALSE,FALSE,primary progressive multiple sclerosis,FALSE
PPF,FALSE,FALSE,pterygopalatine fossa,FALSE
PPI,FALSE,FALSE,proton pump inhibitor,FALSE
PPROM,FALSE,FALSE,preterm premature rupture of membranes,FALSE
PPS,FALSE,FALSE,parapharyngeal space,FALSE
PPT,TRUE,FALSE,parts per trillion|precipitate,FALSE
PPV,TRUE,FALSE,patent processus vaginalis|positive predictive value,FALSE
PR,TRUE,TRUE,partial response|per rectum|pulmonary regurgitation|pulse rate|P wave to R wave interval on an ECG,FALSE
Pr,FALSE,TRUE,praseodymium,FALSE
PRC,FALSE,FALSE,packed red cells,FALSE
PrCa,FALSE,FALSE,prostate cancer,FALSE
PREP,FALSE,FALSE,pre-exposure prophylaxis,FALSE
PRES,FALSE,FALSE,posterior reversible encephalopathy syndrome,FALSE
PRF,FALSE,FALSE,pulse repetition frequency,FALSE
PRICE,FALSE,FALSE,protection rest ice compression and elevation,FALSE
Primips,FALSE,FALSE,primipara,FALSE
PRL,FALSE,FALSE,prolactin,FALSE
PRN,FALSE,FALSE,as required,FALSE
Pro,TRUE,FALSE,professional|proline,FALSE
Prof,FALSE,FALSE,professor,FALSE
PROG,FALSE,FALSE,progesterone,FALSE
